StudentName,StudentNumber,CourseName,CourseCode,Grades,CourseWeight,Instructor,Department,UniversityName,Location,Ranking
Erika Smith,606126,COMPUTER NETWORKING AND TELECOMMUNICATIONS,5503,65,1.0,Norman Randolph,Biology & Life Science,Beijing Institute of Technology,United States of America,103
Ralph Harris,251680,PHYSIOLOGY,5200,56,0.5,Mildred Brooks,Humanities & Liberal Arts,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Japan,181
Hugh Perkins,701960,GEOLOGICAL AND GEOPHYSICAL ENGINEERING,2399,56,0.5,Richard Martin,Computers & Mathematics,Federal University of Lavras,United States of America,468
Erika Smith,192127,MECHANICAL ENGINEERING,2301,0,0.5,Chad Pardee,Biology & Life Science,Vienna University of Technology,South Korea,64
Brice Suggs,986801,PETROLEUM ENGINEERING,6212,85,1.0,Leslie Gadson,Law & Public Policy,University of Surrey,Saudi Arabia,607
Luis Cuevas,270433,NATURAL RESOURCES MANAGEMENT,4001,64,0.5,John Huang,Industrial Arts & Consumer Services,Indian Institute of Technology Bombay,Canada,725
James Shearer,339275,PHILOSOPHY AND RELIGIOUS STUDIES,1104,88,0.5,Robert Long,Biology & Life Science,Aalto University,Sweden,810
Don Aguirre,591715,PHILOSOPHY AND RELIGIOUS STUDIES,5206,69,1.0,Grace Rivera,Physical Sciences,Cardiff University,China,614
Hubert Whitaker,326269,ARCHITECTURE,1902,44,0.5,Paul Walton,Arts,University of Texas at El Paso,Uganda,498
Ronald Hernandez,727722,ATMOSPHERIC SCIENCES AND METEOROLOGY,3501,19,0.5,Maria Manjarrez,Law & Public Policy,Beijing Institute of Technology,Australia,668
Pearl Belton,897095,COMPUTER SCIENCE,3201,89,0.5,Jamika Smith,Engineering,Portland State University,Italy,521
James Hagan,954985,JOURNALISM,5599,11,0.5,James Smith,Social Science,University of Porto,United States of America,528
Robert Stewart,140198,OCEANOGRAPHY,2415,63,0.5,John Bryant,Computers & Mathematics,University of Wisconsin,Finland,300
Andrew Taylor,467588,GENERAL SOCIAL SCIENCES,6200,42,1.0,James Smith,Humanities & Liberal Arts,Tampere University of Technology,South Korea,686
James Dillon,384416,POLITICAL SCIENCE AND GOVERNMENT,2101,29,0.5,Scott Schnell,Physical Sciences,Pompeu Fabra University,Hong Kong,482
Michelle Bland,647274,ECOLOGY,6100,35,0.5,Lonnie Ramos,Humanities & Liberal Arts,Carleton University,Italy,759
John Tao,653851,CHEMICAL ENGINEERING,3702,83,1.0,Modesta Peeples,Agriculture & Natural Resources,University of Southern Denmark,Taiwan,406
Elizabeth Wilson,166610,ECOLOGY,6200,88,0.5,James Brennan,Humanities & Liberal Arts,Joseph Fourier University,Brazil,335
Maria Rosenzweig,370769,GEOLOGY AND EARTH SCIENCE,4801,7,1.0,Sybil White,Psychology & Social Work,Pierre and Marie Curie University,United States of America,659
Francis Rouse,142904,FINANCE,2411,41,1.0,Ralph Harris,Law & Public Policy,Indian Institute of Technology Guwahati,United Kingdom,541
David Barnes,183268,MECHANICAL ENGINEERING,4007,22,0.5,Marion Wiggin,Business,Khon Kaen University,New Zealand,216
Amber Hall,184772,PETROLEUM ENGINEERING,6206,91,0.5,Toni McGriff,Health,University of Ulsan,Republic of Ireland,264
Darnell Moore,788325,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,6099,51,1.0,Jennifer Thomas,Computers & Mathematics,University of Debrecen,United States of America,730
Keith Robinson,934132,FOOD SCIENCE,5008,94,0.5,Lisa Gipson,Health,Osaka City University,Switzerland,402
Hugh Perkins,944174,AGRICULTURAL ECONOMICS,6003,0,0.5,Daniel Lara,Biology & Life Science,University of Minnesota,Cyprus,598
Pedro Boyer,990072,NURSING,2305,67,1.0,Robert Halley,Engineering,University of Iceland,United States of America,464
Sammy Smith,496156,GEOSCIENCES,5102,45,0.5,Anita Hernandez,Engineering,South China University of Technology,Spain,646
William Mazur,377111,ECOLOGY,2400,90,0.5,Adela Kowalski,Engineering,University of Erlangen-Nuremberg,United States of America,711
Altagracia Lester,693078,ENGINEERING TECHNOLOGIES,2504,77,0.5,Pamela Gammon,Agriculture & Natural Resources,University of Porto,United States of America,706
Tyson McVay,158476,ENGINEERING MECHANICS PHYSICS AND SCIENCE,1401,34,1.0,Cynthia Schreiber,Computers & Mathematics,Taipei Medical University,South Korea,565
Kelley Kawamura,116449,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,2310,34,0.5,Maria Nelson,Engineering,National Research Nuclear University MePhI,Germany,685
Loretta Hopkins,721892,AGRICULTURAL ECONOMICS,1105,7,0.5,Heather Greenwood,Psychology & Social Work,University of Reading,France,114
Norman Randolph,642651,INTERNATIONAL RELATIONS,2313,34,0.5,Sherry Taylor,Computers & Mathematics,Marche Polytechnic University,Germany,323
Tara Porter,939886,SPECIAL NEEDS EDUCATION,5404,25,0.5,Tara Porter,Computers & Mathematics,Johannes Gutenberg University of Mainz,United States of America,220
Keith Smith,958073,ENGLISH LANGUAGE AND LITERATURE,5102,63,0.5,Alisha Miles,Psychology & Social Work,University of Edinburgh,Canada,670
Jim Smith,996406,POLITICAL SCIENCE AND GOVERNMENT,1901,45,1.0,Rose Sullivan,Engineering,Rensselaer Polytechnic Institute,Italy,315
Lina Cotton,488542,MECHANICAL ENGINEERING,6402,1,0.5,Edna Hall,Health,Howard University,United Kingdom,64
Nell Reid,410159,CRIMINOLOGY,5301,72,0.5,Frank Makela,Humanities & Liberal Arts,University of Medicine and Dentistry of New Jersey,Taiwan,259
Tammy Warren,539732,SCHOOL STUDENT COUNSELING,5501,86,0.5,Emily Garcia,Physical Sciences,University of the Basque Country,Japan,810
Ashley Garcia,111736,ART HISTORY AND CRITICISM,6299,56,0.5,Marvin Henderson,Communications & Journalism,Sapienza University of Rome,China,375
Bernadine Hayes,953134,AREA ETHNIC AND CIVILIZATION STUDIES,6204,98,0.5,Adam Kelley,Education,National Autonomous University of Mexico,Belgium,110
Jennifer Peters,596195,ARCHITECTURAL ENGINEERING,6006,38,1.0,Rob Olson,Biology & Life Science,University of Crete,France,141
Charles Blankenship,764899,ARCHITECTURE,6107,20,0.5,Susie Stites,Arts,University of Milan-Bicocca,Russian Federation,734
Linda Hogue,281698,COMMUNITY AND PUBLIC HEALTH,6002,62,0.5,Travis Thurman,Agriculture & Natural Resources,University of Nottingham,Czech Republic,490
Nathan Suzuki,820852,NAVAL ARCHITECTURE AND MARINE ENGINEERING,6099,80,0.5,Lucas Campbell,Health,University of Texas at Austin,Australia,75
Phyllis Briggs,878029,COSMETOLOGY SERVICES AND CULINARY ARTS,6299,29,1.0,Suzette Childs,Engineering,University of Warsaw,Italy,586
Mildred Jennings,855220,GEOSCIENCES,6206,81,0.5,Luis Cuevas,Agriculture & Natural Resources,University of Ulsan,Australia,177
Connie Clow,945273,PHYSICS,2404,46,0.5,Retha Smith,Health,Stockholm University,Taiwan,6
Mary McKillip,154421,HUMAN SERVICES AND COMMUNITY ORGANIZATION,1101,28,0.5,Ben Janousek,Business,Sophia University,Switzerland,634
Tony Ragsdale,990437,ANIMAL SCIENCES,2001,17,1.0,Elizabeth Weldon,Engineering,University of Basel,United States of America,503
Robin Bradley,101752,TRANSPORTATION SCIENCES AND TECHNOLOGIES,6002,94,1.0,Frank Maniscalco,Education,University of Sydney,Norway,541
Lonnie Biggs,567715,MASS MEDIA,5000,79,0.5,Eileen Pierce,Engineering,Keio University,Canada,713
Gregory Byrd,203499,FORESTRY,6205,35,1.0,Clifford Wiggins,Engineering,University of KwaZulu-Natal,New Zealand,88
John Westerfield,168858,COUNSELING PSYCHOLOGY,5201,35,0.5,Nancy Elliott,Health,Ocean University of China,United States of America,264
Luis Cuevas,776585,EDUCATIONAL ADMINISTRATION AND SUPERVISION,1902,83,0.5,Robert Bohrer,Social Science,Federal University of Paraná (UFPR),United Kingdom,730
Jo Malinowski,286315,AEROSPACE ENGINEERING,3604,28,1.0,Zachary Melendez,Social Science,Alexandria University,Sweden,473
Kimberly Hays,896753,MEDICAL ASSISTING SERVICES,6104,89,1.0,Kevin Page,Biology & Life Science,University of Hull,Morocco,669
Lois Miller,947661,MATERIALS ENGINEERING AND MATERIALS SCIENCE,4801,80,0.5,Wayne Thomas,Engineering,Liverpool John Moores University,United Kingdom,416
Donald Walker,876219,MISCELLANEOUS FINE ARTS,5205,7,0.5,Alan Perez,Psychology & Social Work,Laval University,United States of America,784
Andrew Griffin,188151,INTERNATIONAL RELATIONS,5006,18,1.0,Marylyn Fisher,Arts,University of the Basque Country,United States of America,217
Anne Corbett,385100,ELECTRICAL ENGINEERING TECHNOLOGY,6005,20,1.0,Carly Donaldson,Computers & Mathematics,University of South Australia,United States of America,161
Mark Wroblewski,412698,POLITICAL SCIENCE AND GOVERNMENT,2301,44,1.0,Dorothy Fernandez,Social Science,University of Belgrade,Australia,314
Shirley Kelly,902102,SOIL SCIENCE,6210,85,1.0,Kelly Patten,Arts,Gdańsk University of Technology,Canada,183
Elizabeth Castillo,189784,NUTRITION SCIENCES,5599,47,0.5,Richard Crossley,Psychology & Social Work,Marche Polytechnic University,Greece,393
Judith Miller,193423,ENGINEERING AND INDUSTRIAL MANAGEMENT,6109,57,1.0,Matthew Denzer,Law & Public Policy,Alexandria University,France,563
Felix McMullen,989481,PHILOSOPHY AND RELIGIOUS STUDIES,2402,4,0.5,Joseph Rives,Computers & Mathematics,University of Burgundy,Slovenia,73
David Bensen,721603,COMMUNITY AND PUBLIC HEALTH,5201,7,0.5,Matthew Parker,Humanities & Liberal Arts,Washington University in St Louis,United Kingdom,482
Jacqueline Ferris,260494,LIBERAL ARTS,2901,98,0.5,Lonnie Ramos,Agriculture & Natural Resources,University of Seoul,Greece,73
Brian Forcier,942324,PHILOSOPHY AND RELIGIOUS STUDIES,3605,85,0.5,Kevin Richardson,Education,De Montfort University,Singapore,225
Robert Gray,956214,FINE ARTS,1902,33,1.0,Susan Welsh,Humanities & Liberal Arts,"University of California, Santa Barbara",United States of America,686
Megan Castillo,613608,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,6204,64,1.0,Kathy Wahl,Industrial Arts & Consumer Services,University of Jyväskylä,Canada,308
Wanda Harp,818498,MISCELLANEOUS SOCIAL SCIENCES,2599,32,0.5,Philip Woodall,Industrial Arts & Consumer Services,University of Canterbury,Colombia,403
Tammy Warren,301507,MATERIALS ENGINEERING AND MATERIALS SCIENCE,5402,49,0.5,Kenneth An,Communications & Journalism,Sapienza University of Rome,United States of America,41
Matthew Gurule,816243,COMMUNICATIONS,2306,74,1.0,Richard Moore,Social Science,University of Amsterdam,United States of America,531
Julian Kay,132198,NUCLEAR ENGINEERING,5402,37,1.0,Calvin Parker,Biology & Life Science,University of Milan-Bicocca,New Zealand,537
Audrey Bandy,546362,COMPUTER ADMINISTRATION MANAGEMENT AND SECURITY,5503,88,1.0,James Brooks,Computers & Mathematics,Saitama University,Lithuania,228
Nathan Suzuki,566717,MULTI-DISCIPLINARY OR GENERAL SCIENCE,2301,10,1.0,Patricia Callender,Agriculture & Natural Resources,Lappeenranta University of Technology,United Kingdom,94
Katina Joslyn,693743,ENGLISH LANGUAGE AND LITERATURE,2312,10,0.5,Terrence Wiley,Physical Sciences,Beijing Institute of Technology,United States of America,316
Marianne McCoy,160566,STATISTICS AND DECISION SCIENCE,5901,99,1.0,Betty Wathen,Education,University of Porto,Canada,527
Imogene Tanaka,814398,ARCHITECTURE,2001,47,0.5,Cynthia Schreiber,Arts,University of Valencia,Italy,579
Dianne Place,209190,INTERNATIONAL RELATIONS,3611,90,0.5,Margaret Mondragon,Physical Sciences,University of Milan,Brazil,541
Ruth Bullock,998677,SOCIAL WORK,3700,30,0.5,See Ragsdale,Humanities & Liberal Arts,Pontifical Catholic University of Chile,United States of America,321
Clyde Navarre,785383,VISUAL AND PERFORMING ARTS,1302,31,0.5,Jennifer Collins,Engineering,Polytechnic University of Turin,South Africa,159
William Theiss,935727,ADVERTISING AND PUBLIC RELATIONS,2102,55,1.0,Edward Cooper,Health,William & Mary,Italy,525
Frank Maniscalco,866719,LIBERAL ARTS,2415,96,1.0,Eileen Williams,Business,Wuhan University of Technology,Brazil,142
David Barnes,903047,GEOLOGY AND EARTH SCIENCE,5901,61,1.0,Nancy Vickers,Computers & Mathematics,Illinois Institute of Technology,United States of America,366
Heather Gonzalez,568808,AREA ETHNIC AND CIVILIZATION STUDIES,6402,76,0.5,Victoria Pena,Education,Aalborg University,France,250
Lee Scanlan,928740,PHARMACOLOGY,1104,74,0.5,Jack Jenkins,Agriculture & Natural Resources,Vrije Universiteit Brussel,Italy,274
Cora Marguez,977162,MEDICAL ASSISTING SERVICES,1903,88,1.0,Louis Brown,Computers & Mathematics,Queensland University of Technology,Hong Kong,176
Mark Thompson,907309,ACCOUNTING,6100,20,1.0,Manuel Cuthbertson,Engineering,São Paulo State University (UNESP),Germany,363
Patricia Shannon,893249,PHARMACOLOGY,3701,11,0.5,Herbert Threet,Computers & Mathematics,RMIT University,United States of America,415
Robert Little,662352,PHYSICAL FITNESS PARKS RECREATION AND LEISURE,2307,6,1.0,Gene Spring,Agriculture & Natural Resources,Portland State University,United Kingdom,480
Lee Scanlan,468891,INDUSTRIAL PRODUCTION TECHNOLOGIES,6205,52,0.5,Pedro Boyer,Computers & Mathematics,University of Science and Technology of China,Japan,22
Jack Hyde,386164,COMPOSITION AND RHETORIC,2603,2,0.5,Scott Gentry,Arts,University of Chile,New Zealand,365
Robert Marsh,972186,ELECTRICAL ENGINEERING TECHNOLOGY,2105,32,0.5,Lee McKay,Physical Sciences,Shinshu University,United States of America,464
Keith Smith,317364,ARCHITECTURAL ENGINEERING,2415,60,1.0,Patrica Jones,Computers & Mathematics,George Washington University,United States of America,562
Charles Carter,589050,ENGINEERING MECHANICS PHYSICS AND SCIENCE,2307,69,1.0,David Atkinson,Industrial Arts & Consumer Services,UiT The Arctic University of Norway,Spain,283
Ethel Begley,161933,STATISTICS AND DECISION SCIENCE,3201,47,1.0,Matthew Coleman,Biology & Life Science,University of New South Wales,United Kingdom,78
Earl Cyr,978646,ENGLISH LANGUAGE AND LITERATURE,2308,55,1.0,Manuel Lopez,Biology & Life Science,University of Waterloo,France,75
Kenneth Burke,749375,THEOLOGY AND RELIGIOUS VOCATIONS,3601,41,1.0,Dessie Felton,Health,Maastricht University,Japan,87
Angela Freeman,281782,STUDIO ARTS,5206,37,1.0,Michael Bernard,Industrial Arts & Consumer Services,Seoul National University,Germany,634
Bertha Hirsch,464090,ELECTRICAL ENGINEERING,4007,3,1.0,Cynthia Smith,Health,University of Urbino Carlo Bo,Germany,706
Susan Ramirez,615014,MISCELLANEOUS BIOLOGY,4000,17,1.0,William Theiss,Communications & Journalism,Kazan Federal University,United States of America,378
Tiffany Morris,271527,SCHOOL STUDENT COUNSELING,5206,35,1.0,Lucas Palmer,Education,Florida Institute of Technology,Italy,248
Irene Wagner,833042,GENERAL AGRICULTURE,2405,58,1.0,Jesse Burt,Computers & Mathematics,Technical University of Madrid,China,711
Gladys Melo,328535,MARKETING AND MARKETING RESEARCH,2300,21,0.5,Tony Ragsdale,Humanities & Liberal Arts,Edith Cowan University,Ghana,711
Stephen Marquis,187863,BIOLOGY,5005,97,1.0,Dennis Atwood,Humanities & Liberal Arts,University of Pretoria,United States of America,252
Tara Finney,195489,ACCOUNTING,4006,11,0.5,Walter Gooding,Engineering,"University of California, San Diego",Singapore,775
David Guynn,991066,PHYSICAL FITNESS PARKS RECREATION AND LEISURE,6002,6,1.0,Scarlett Lockhart,Arts,University of Alaska Fairbanks,United States of America,487
Herbert Threet,128531,LANGUAGE AND DRAMA EDUCATION,2412,0,0.5,Charles Cortez,Psychology & Social Work,Amirkabir University of Technology,Japan,516
Gene Spring,223234,MISCELLANEOUS AGRICULTURE,5301,22,1.0,Jennifer Fish,Business,Oregon State University,Japan,23
George Jackson,423619,NEUROSCIENCE,2404,96,0.5,Zachary Anderson,Industrial Arts & Consumer Services,Pierre and Marie Curie University,Sweden,121
Scott Kaye,498266,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION",2406,37,1.0,Lina Cotton,Business,Juntendo University,Brazil,592
Barbara Dunlop,466037,FINE ARTS,5402,2,0.5,Clement Rother,Computers & Mathematics,Universiti Sains Malaysia,United States of America,111
Charles Cortez,184814,AEROSPACE ENGINEERING,6200,45,1.0,Betty Reiss,Agriculture & Natural Resources,University of North Carolina at Greensboro,Greece,749
Stephanie Martinez,451857,AREA ETHNIC AND CIVILIZATION STUDIES,4001,11,0.5,Joseph Springer,Health,University of Turku,Poland,305
Ryan Crosby,209837,ENVIRONMENTAL ENGINEERING,2502,39,0.5,Elizabeth Chen,Arts,Texas Tech University,Spain,709
William Clark,820347,BOTANY,2502,87,0.5,Karen Mitchell,Social Science,Yokohama National University,Italy,197
Robert Long,526210,SECONDARY TEACHER EDUCATION,1103,77,0.5,April Hawkins,Biology & Life Science,Montpellier University,China,519
Glenn Page,237246,INTERNATIONAL BUSINESS,2499,63,0.5,Clement Rother,Biology & Life Science,K.N. Toosi University of Technology,Kenya,92
Shana Labbe,717936,GENERAL SOCIAL SCIENCES,1199,80,0.5,Katherine Cochrane,Psychology & Social Work,McMaster University,Poland,497
Jose Murphy,686717,FINANCE,6108,84,0.5,Dessie Felton,Business,Justus Liebig University Giessen,Brazil,743
Ann Smith,570436,ARCHITECTURAL ENGINEERING,6207,4,0.5,Patricia Callender,Education,Johannes Gutenberg University of Mainz,New Zealand,630
Randy Henderson,588676,COSMETOLOGY SERVICES AND CULINARY ARTS,2404,98,0.5,Chad Pardee,Humanities & Liberal Arts,University of Rome II – Tor Vergata,United Kingdom,49
Cynthia Schreiber,951617,OPERATIONS LOGISTICS AND E-COMMERCE,2312,67,1.0,Bobbie Harp,Engineering,China University of Petroleum (Beijing),United States of America,635
Gladys Melo,187351,COURT REPORTING,2414,24,0.5,Manuel Cuthbertson,Business,Scuola Normale Superiore di Pisa,Finland,441
Gene Spring,321274,MEDICAL TECHNOLOGIES TECHNICIANS,4000,51,1.0,Vern Bise,Law & Public Policy,Jagiellonian University,Spain,333
Gloria Buckley,698317,BUSINESS MANAGEMENT AND ADMINISTRATION,4001,68,0.5,Eric Marble,Engineering,Andhra University,Italy,449
James Pepper,365382,CRIMINOLOGY,6207,56,1.0,Susan Ramirez,Humanities & Liberal Arts,Federal University of Rio de Janeiro,France,89
Teri Peete,376494,ANTHROPOLOGY AND ARCHEOLOGY,1301,44,0.5,Refugio Scheele,Humanities & Liberal Arts,Bangor University,Sweden,517
James Brooks,548146,HEALTH AND MEDICAL PREPARATORY PROGRAMS,1401,70,0.5,Lorene Martin,Engineering,Savitribai Phule Pune University,France,86
Jacob Truong,364542,CRIMINOLOGY,5206,60,1.0,Mary Morgan,Psychology & Social Work,University of the Witwatersrand,Italy,767
Ernestine Crowe,519723,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY,5901,79,1.0,Kimberly Ruano,Social Science,Technical University of Dortmund,South Korea,680
Lorene Martin,113938,GENERAL MEDICAL AND HEALTH SERVICES,5503,81,1.0,Adrian Romeo,Physical Sciences,University of Science and Technology of China,Brazil,386
Nancy Elliott,688483,NUTRITION SCIENCES,2309,98,1.0,Betty Sewell,Humanities & Liberal Arts,KTH Royal Institute of Technology,South Korea,373
Chuck Mahoney,610438,ZOOLOGY,6211,37,1.0,Angeline Sweeny,Biology & Life Science,Renmin University of China,Japan,562
Mary Bridges,129470,CRIMINOLOGY,5004,36,1.0,Roland Swindler,Engineering,Duke University,France,738
William Baillargeon,554423,SOCIAL PSYCHOLOGY,3302,92,0.5,Greg Gerard,Biology & Life Science,Delft University of Technology,South Korea,520
Sherman Little,185522,MICROBIOLOGY,2404,66,0.5,Ricky Martin,Communications & Journalism,Aalto University,Japan,46
James Delong,552474,MUSIC,4006,20,1.0,Manuel Cuthbertson,Engineering,University of Oslo,Japan,643
Gerardo Sellman,561873,SECONDARY TEACHER EDUCATION,1401,96,0.5,Rachel Gunderson,Social Science,Austral University of Chile,United Kingdom,451
Matthew Denzer,773852,MATERIALS SCIENCE,2106,42,1.0,Amado Head,Engineering,Federal University of Viçosa,South Korea,339
Robert Marsh,304375,ECONOMICS,6000,34,1.0,Timothy Moore,Psychology & Social Work,Montana State University,China,544
Tony Ragsdale,450511,POLITICAL SCIENCE AND GOVERNMENT,3201,19,0.5,Joyce Tschida,Physical Sciences,University of Liège,France,676
James Vath,904848,EARLY CHILDHOOD EDUCATION,5501,72,1.0,Katina Joslyn,Arts,Quaid-i-azam University,Brazil,307
John Nicholson,704632,ASTRONOMY AND ASTROPHYSICS,5301,95,1.0,Michelle Bland,Social Science,University of Turin,Poland,756
Michael Anderson,634446,ART HISTORY AND CRITICISM,3608,57,1.0,Rhiannon Pelletier,Biology & Life Science,University of Iceland,Russian Federation,810
Willia Williamson,133467,CLINICAL PSYCHOLOGY,6200,7,0.5,Robert Bellamy,Psychology & Social Work,Sheffield Hallam University,France,17
Luis Barber,409858,ENGINEERING MECHANICS PHYSICS AND SCIENCE,1401,62,0.5,James Pepper,Education,Chang Gung University,Sweden,150
Wilma Russell,629773,GENERAL EDUCATION,2307,5,1.0,Katrina McKinney,Health,Aalto University,United States of America,30
William Baillargeon,444655,MASS MEDIA,2406,8,0.5,John Mendoza,Education,Catholic University of the Sacred Heart,Bangladesh,254
Shelley Lubbers,521477,GENETICS,2504,25,0.5,Leonor Cook,Education,Jadavpur University,United States of America,327
Cinthia McGurk,682713,LIBRARY SCIENCE,2412,15,0.5,Maria Manjarrez,Business,University of Leeds,Germany,11
Vickie Lafferty,500708,ASTRONOMY AND ASTROPHYSICS,6205,87,0.5,Rodney Badillo,Health,Prince of Songkla University,Republic of Ireland,247
Jack Wilson,470982,TRANSPORTATION SCIENCES AND TECHNOLOGIES,1903,57,1.0,Patrick Dawson,Social Science,Central Queensland University,Japan,812
Albert Cash,117349,COMMUNICATIONS,5701,48,1.0,Judy Nichols,Biology & Life Science,Istanbul University,Greece,495
Kenneth An,802117,PUBLIC ADMINISTRATION,6000,27,0.5,Susan Powell,Engineering,"University of California, Riverside",Turkey,282
John Carey,883606,COSMETOLOGY SERVICES AND CULINARY ARTS,6000,46,0.5,Jeffrey Meyer,Biology & Life Science,Ewha Womans University,Sweden,515
Robert Stewart,696501,ARCHITECTURAL ENGINEERING,2419,26,1.0,Frank Putnam,Business,Queen Mary University of London,Slovenia,110
Megan Castillo,793560,MECHANICAL ENGINEERING RELATED TECHNOLOGIES,6001,22,1.0,Betty Reiss,Physical Sciences,Kyungpook National University,Australia,545
Matthew Denzer,921427,CHEMISTRY,4101,85,0.5,Charles Camacho,Education,Concordia University,United States of America,448
Sammy Smith,563973,ENGINEERING TECHNOLOGIES,2105,58,0.5,Howard Martin,Law & Public Policy,Showa University,China,764
Bertha Hirsch,164921,TRANSPORTATION SCIENCES AND TECHNOLOGIES,5504,100,1.0,Fabian Helms,Business,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Denmark,415
Karen Peter,655530,EDUCATIONAL ADMINISTRATION AND SUPERVISION,5007,90,1.0,Charlie Tarin,Arts,University of Geneva,Iran,215
Donald Fletcher,796567,MASS MEDIA,6110,41,1.0,Gail Knox,Health,Iowa State University,China,38
Michele Stockton,915212,COSMETOLOGY SERVICES AND CULINARY ARTS,2411,32,1.0,Robert Stewart,Education,University of Victoria,Switzerland,400
Christopher Hansen,856483,ADVERTISING AND PUBLIC RELATIONS,2403,42,0.5,Michael Weller,Health,University of Iceland,Brazil,543
Emily Garcia,521346,INFORMATION SCIENCES,3603,77,0.5,Angeline Sweeny,Arts,Hebrew University of Jerusalem,United States of America,333
Lupe Oliver,164704,GENERAL MEDICAL AND HEALTH SERVICES,6212,77,1.0,Jay Broussard,Physical Sciences,Lille 1 University – Science and Technology,United States of America,810
Tammy Stewart,128395,ENGINEERING TECHNOLOGIES,2501,80,0.5,Lashawn Smith,Education,Duke University,South Africa,460
Danyel Barnes,437942,GENERAL MEDICAL AND HEALTH SERVICES,4002,41,1.0,Estelle Cowart,Biology & Life Science,Ajou University,United Kingdom,8
James Dillon,647709,MATHEMATICS TEACHER EDUCATION,6207,59,1.0,Betsy Vaughn,Computers & Mathematics,Maastricht University,United Kingdom,268
George Torres,974077,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,2502,52,0.5,Roman Newman,Biology & Life Science,Wuhan University of Technology,Spain,728
Thomas Jessup,872495,ENGINEERING AND INDUSTRIAL MANAGEMENT,5003,84,0.5,Clifford Wiggins,Engineering,National Taiwan Ocean University,Hong Kong,566
Michael Concepcion,257547,ART AND MUSIC EDUCATION,2404,18,0.5,James Brooks,Social Science,Peter the Great St Petersburg Polytechnic University,Russian Federation,420
Barbara Lucio,490714,MILITARY TECHNOLOGIES,3606,63,1.0,Kerri Lowery,Engineering,Indian Institute of Technology Bombay,Republic of Ireland,142
John Bryant,844167,PHARMACOLOGY,2106,5,1.0,John Langford,Engineering,Trinity College Dublin,Spain,328
Dessie Felton,642390,COMPOSITION AND RHETORIC,2599,36,0.5,Jacob Truong,Agriculture & Natural Resources,Lancaster University,Germany,192
Vernon Dickerson,124607,NAVAL ARCHITECTURE AND MARINE ENGINEERING,2411,80,0.5,Lillian Cleveland,Social Science,University of São Paulo,United States of America,115
Rodney Badillo,792630,SOCIAL PSYCHOLOGY,1904,57,1.0,Kevin Basaldua,Business,Taras Shevchenko National University of Kyiv,Japan,1
Heather Kendall,667895,COMPUTER PROGRAMMING AND DATA PROCESSING,2312,56,1.0,John Barber,Physical Sciences,University of Edinburgh,United States of America,516
Betty King,238696,BOTANY,3202,29,1.0,James Vath,Health,New Mexico State University,China,54
Joseph Larsen,145071,COMPUTER ENGINEERING,3601,85,0.5,Latonya Doll,Social Science,Humboldt University of Berlin,Japan,734
Barbara Shelley,414673,INFORMATION SCIENCES,2409,24,1.0,Angela Warren,Physical Sciences,Tampere University of Technology,Czech Republic,708
Gene Spring,807419,ACTUARIAL SCIENCE,6104,5,0.5,Jennifer Collins,Agriculture & Natural Resources,Georgia Institute of Technology,Italy,522
Michael Fletcher,731075,MINING AND MINERAL ENGINEERING,2404,45,1.0,Silvia Vinyard,Industrial Arts & Consumer Services,Tallinn University of Technology,United States of America,693
Norman Randolph,258406,ELECTRICAL ENGINEERING,1301,100,0.5,Michael Wu,Humanities & Liberal Arts,Missouri University of Science and Technology,China,33
Sonia Hale,274724,INTERDISCIPLINARY SOCIAL SCIENCES,6402,70,0.5,Kary Coachman,Biology & Life Science,University of Southern Denmark,United States of America,155
Adrian Romeo,876635,UNITED STATES HISTORY,5005,62,0.5,Shana Labbe,Biology & Life Science,National Autonomous University of Mexico,Japan,621
Pauline Rowe,341862,NEUROSCIENCE,6211,96,1.0,James Greene,Education,University of South Australia,China,378
Clifford Ladouceur,139157,INTERDISCIPLINARY SOCIAL SCIENCES,2501,72,0.5,Heather Greenwood,Biology & Life Science,University of Bonn,Poland,199
Jack Hyde,776031,COMPUTER SCIENCE,2406,25,0.5,Krista Baker,Industrial Arts & Consumer Services,Federal University of São Carlos,China,684
Lance Fossum,414461,ENVIRONMENTAL ENGINEERING,5402,61,1.0,Michelle Thompson,Business,Technion Israel Institute of Technology,Canada,302
Lorene Calkins,531181,GEOLOGY AND EARTH SCIENCE,5206,79,0.5,John Martin,Health,Örebro University,Qatar,347
Jennifer Peters,704517,COMMUNICATION DISORDERS SCIENCES AND SERVICES,1303,10,0.5,Patricia Floyd,Engineering,Bielefeld University,Spain,649
Kenneth Marmon,430905,NEUROSCIENCE,2300,58,0.5,Stacey George,Engineering,University of Pennsylvania,Japan,190
Lee McKay,718948,COMMUNICATION DISORDERS SCIENCES AND SERVICES,2412,77,1.0,Juanita Robinson,Agriculture & Natural Resources,Wuhan University of Technology,Germany,190
